1591917223.795050    0.231040    -4.259883    -9.066842
1591917223.827550    0.199467    -4.241328    -8.571840
1591917223.8617000    0.197522    -4.200776    -8.733748
1591917223.89504    0.217723    -4.315698    -8.781034
1591917223.9284700    0.190489    -4.251653    -8.716690
1591917223.961780    0.205752    -4.162020    -8.885930
1591917223.995120    0.202909    -4.122965    -8.890569
1591917224.028570    0.118663    -4.148254    -8.780884
1591917224.061780    0.021997    -4.223521    -8.710555
1591917224.0951100    -0.081403    -4.248960    -8.510788
1591917224.128550    -0.181810    -4.246715    -8.336461
1591917224.1617800    -0.277578    -4.163068    -8.226477
1591917224.195110    -0.313790    -4.155287    -8.136096
1591917224.228530    -0.321422    -4.210353    -8.269124
1591917224.261730    -0.148291    -3.964499    -8.975114
1591917224.29428    -0.289698    -4.285471    -8.450933
1591917224.32852    -0.845452    -3.752612    -8.381801
1591917224.361770    -1.027711    -3.518429    -8.481160
1591917224.3951000    -0.824802    -3.567959    -8.681824
1591917224.428510    -0.489016    -3.807379    -8.823381
1591917224.461760    -0.128389    -4.060117    -8.717288
1591917224.49509    -0.047884    -3.881749    -8.657433
1591917224.528450    0.153379    -3.839701    -8.965836
1591917224.561760    0.566678    -3.878457    -8.937555
1591917224.595090    0.950199    -4.086453    -8.724920
1591917224.62851    1.390433    -3.888782    -8.878298
1591917224.661850    2.025495    -3.690662    -8.940248
1591917224.695090    2.475455    -3.851822    -8.812308
1591917224.728430    2.934393    -3.928286    -8.671350
1591917224.761830    3.285593    -3.960010    -8.979453
1591917224.7945300    3.385700    -4.428525    -8.490587
1591917224.8276200    3.378368    -4.426280    -7.883059
1591917224.861740    2.147150    -4.303428    -6.793248
1591917224.895080    4.200776    -3.519327    -8.280945
1591917224.92834    4.213496    -3.485359    -8.790611
1591917224.96176    4.179229    -3.350685    -7.743596
1591917224.99508    4.742165    -2.914192    -7.034464
1591917225.0285400    4.782867    -2.162263    -8.254309
1591917225.06126    3.978415    -1.577180    -6.346280
1591917225.095090    5.079299    0.104896    -7.626729
1591917225.128530    6.046407    0.297629    -6.750900
1591917225.161010    7.153725    -0.685041    -6.814796
1591917225.1950500    7.097611    -1.734749    -5.386505
1591917225.228480    8.174253    -1.955315    -5.840805
1591917225.261750    8.066215    0.322170    -5.014955
1591917225.295050    8.575282    0.255581    -7.084293
1591917225.328360    10.517578    -0.612467    -4.220379
1591917225.3617300    7.875577    0.342072    -3.346944
1591917225.395040    7.063643    -0.206949    -1.791162
1591917225.428370    8.964938    -0.535254    -0.191087
1591917225.461700    9.403826    -1.383849    1.267879
1591917225.495060    7.483227    2.354697    -1.044470
1591917225.528450    12.222399    -3.200000    7.606528
1591917225.561750    11.202918    -1.057639    0.569371
1591917225.5950700    9.992799    -0.647632    3.423259
1591917225.628490    10.846482    -0.752378    4.602703
1591917225.6617800    10.599430    -0.479738    2.967314
1591917225.6950700    9.677513    -0.859967    2.460042
1591917225.728490    9.651775    -1.428291    2.980033
1591917225.7618200    9.648034    -2.070236    3.215263
1591917225.795170    8.836699    -2.154333    3.769371
1591917225.828490    8.273613    -2.495806    3.984251
1591917225.8617700    8.035988    -2.680159    4.051139
1591917225.895070    8.240393    -2.764704    3.754856
1591917225.928410    8.102727    -2.696470    2.938284
1591917225.9617300    8.613889    -2.472612    2.629432
1591917225.9950600    9.457695    -2.079963    3.388244
1591917226.028510    9.654917    -1.385943    4.100070
1591917226.061820    11.095479    -1.931971    4.071639
1591917226.0950600    10.322152    -1.311424    5.162946
1591917226.128400    10.608259    -2.189497    4.205415
1591917226.161930    8.588450    -2.614319    4.259584
1591917226.1950600    7.783250    -2.886060    4.926519
1591917226.228480    7.501632    -2.473061    4.652832
1591917226.261730    6.640318    -2.019808    5.050718
1591917226.2948000    7.234230    -1.857452    5.491251
1591917226.3284800    8.858397    -1.892766    4.056077
1591917226.361730    9.965266    -1.072902    2.439243
1591917226.395080    10.823288    -0.080056    1.089511
1591917226.427610    13.286024    1.180641    -1.069909
1591917226.461810    14.249540    1.840543    -1.484405
1591917226.495060    13.585299    1.962497    -2.100164
1591917226.528390    11.860576    1.778443    -3.397671
1591917226.56172    10.209923    1.921945    -2.582895
1591917226.595090    7.623587    1.463905    -1.366341
1591917226.628480    8.580819    0.555006    -2.283171
1591917226.661720    7.558644    0.352097    -1.499219
1591917226.695050    7.022792    -0.024391    -2.030732
1591917226.728390    6.980594    -0.814777    0.264110
1591917226.761800    7.947403    0.884658    0.643891
1591917226.7951300    10.021380    1.107318    -0.945410
1591917226.828380    10.970980    1.664569    -1.786972
1591917226.861800    9.292944    3.140295    1.091157
1591917226.89505    9.823260    3.195661    -1.008857
1591917226.928500    9.588778    3.316568    -2.070087
1591917226.9617200    9.109937    3.290531    0.124798
1591917226.995050    10.224438    2.313697    -1.916409
1591917227.02838    8.390779    3.141342    -0.132878
1591917227.0617100    7.809587    2.292298    -0.042048
1591917227.095050    9.919327    2.429516    -1.296909
1591917227.128430    9.463381    1.523909    -1.053449
1591917227.1617100    9.036615    0.137816    0.781408
1591917227.19504    9.612420    -0.333542    -0.124798
1591917227.228500    8.504204    -0.161758    -0.562637
1591917227.261800    7.980922    1.105523    -2.034174
1591917227.295040    9.470265    1.091157    -3.331681
1591917227.328460    8.262390    2.286463    -0.525527
1591917227.3618000    9.420435    4.937143    -0.205452
1591917227.3951400    9.261221    4.918588    2.447772
1591917227.428450    10.783335    3.199102    -0.870143
1591917227.4617900    16.326510    3.321207    0.805050
1591917227.4942600    8.585906    4.331709    0.007332
1591917227.528300    7.695413    4.595221    0.268749
1591917227.561700    8.465598    4.586991    -2.771887
1591917227.595010    5.609914    7.120356    0.604835
1591917227.628450    5.464316    7.968202    -1.817648
1591917227.6611300    5.189432    8.069208    -0.606780
1591917227.6950700    6.966079    5.878962    -0.619350
1591917227.7284600    6.157587    6.502652    2.009932
1591917227.761700    3.721188    3.035100    0.083199
1591917227.79512    7.294684    4.217985    -0.598550
1591917227.82846    2.765752    9.847950    -3.134908
1591917227.861700    4.353556    12.093113    -2.530970
1591917227.895020    3.559130    7.343465    -0.074071
1591917227.9283700    3.200150    11.829002    2.949357
1591917227.96169    3.545962    9.612420    -0.108188
1591917227.995040    3.844040    8.537274    -0.289549
1591917228.028360    3.213916    9.224859    0.274585
1591917228.061690    1.613393    8.523657    0.153528
1591917228.0951800    1.455525    10.443807    1.083376
